dash_day_activities_diversity1,dash_night_activities_diversity1,dash_knowledge_activities_diversity1,dash_hab_net_density1,dash_public_spaces_proximity1,dash_educational_equipment_proximity1,dash_cultural_equipment_proximity1,dash_health_equipment_proximity1,dash_public_transport_coverage1
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
0.9475060240963855,0.2015180722891566,0.0807590361445783,0.00934818445088165,0.0,0.0,0.0,0.0,0.00843608046722907
